INDEX_CODE	CON_CODE	TRADE_DATE	TOTAL_SHARE	FREE_SHARE_RATIO	CALC_SHARE	WEIGHT_FACTOR	WEIGHT	CLOSE
000905.SH	601997.SH	20260513	3656198076	80	2924958461	1	0.1584	6.0
000905.SH	601991.SH	20260513	12396089106	30	3718826732	1	0.2249	6.7
000905.SH	601990.SH	20260513	4399627795	50	2199813898	1	0.1461	7.36
000905.SH	601966.SH	20260513	1463502683	50	731751342	1	0.088	13.33
000905.SH	601965.SH	20260513	1003054887	40	401221955	1	0.0603	16.64
000905.SH	601958.SH	20260513	3226604400	30	967981320	1	0.1979	22.65
000905.SH	601928.SH	20260513	2544900000	30	763470000	1	0.0655	9.5
000905.SH	601921.SH	20260513	2222222223	20	444444445	1	0.0302	7.52
000905.SH	603529.SH	20260513	869127956	30	260738387	1	0.0538	22.85
000905.SH	603568.SH	20260513	1704558119	40	681823248	1	0.1318	21.41
000905.SH	688018.SH	20260513	167143010	60	100285806	1	0.1575	173.93
000905.SH	603589.SH	20260513	598119472	70	418683630	1	0.0888	23.5
000905.SH	688017.SH	20260513	183330125	70	128331088	1	0.3173	273.87
000905.SH	688002.SH	20260513	460237717	80	368190174	1	0.4789	144.1
000905.SH	605589.SH	20260513	846388498	80	677110798	1	0.2348	38.42
000905.SH	605358.SH	20260513	671373356	80	537098685	1	0.2474	51.03
000905.SH	603979.SH	20260513	623780087	60	374268052	1	0.2284	67.6
000905.SH	603939.SH	20260513	1212391897	50	606195949	1	0.1277	23.33
000905.SH	603927.SH	20260513	831040000	70	581728000	1	0.0883	16.82
000905.SH	603920.SH	20260513	720592317	60	432355390	1	0.2598	66.56
000905.SH	603899.SH	20260513	920970377	40	368388151	1	0.0818	24.59
000905.SH	603885.SH	20260513	2184005268	40	873602107	1	0.0914	11.59
000905.SH	603858.SH	20260513	1054568442	50	527284221	1	0.0792	16.64
000905.SH	603833.SH	20260513	609152720	30	182745816	1	0.0809	49.05
000905.SH	603816.SH	20260513	821451519	60	492870911	1	0.1475	33.16
000905.SH	603806.SH	20260513	2608739124	40	1043495650	1	0.1778	18.88
000905.SH	603786.SH	20260513	403856700	30	121157010	1	0.061	55.8
000905.SH	603766.SH	20260513	2053541850	60	1232125110	1	0.1711	15.38
000905.SH	603737.SH	20260513	737817473	40	295126989	1	0.1219	45.76
000905.SH	603728.SH	20260513	418882500	50	209441250	1	0.1199	63.43
000905.SH	603707.SH	20260513	1615634969	30	484690491	1	0.0398	9.1
000905.SH	603699.SH	20260513	775526127	40	310210451	1	0.1776	63.43
000905.SH	603688.SH	20260513	541678289	50	270839145	1	0.1791	73.26
000905.SH	603659.SH	20260513	2136399076	50	1068199538	1	0.3204	33.23
000905.SH	603658.SH	20260513	571424768	30	171427430	1	0.0537	34.69
000905.SH	603650.SH	20260513	616107972	40	246443189	1	0.1265	56.86
000905.SH	603606.SH	20260513	687715368	60	412629221	1	0.2312	62.07
000905.SH	603605.SH	20260513	395975948	60	237585569	1	0.1262	58.84
000905.SH	603596.SH	20260513	897636014	70	628345210	1	0.1825	32.18
000905.SH	600298.SH	20260513	868058471	70	607640930	1	0.2044	37.26
000905.SH	600295.SH	20260513	1975576254	30	592672876	1	0.0814	15.21
000905.SH	600282.SH	20260513	6165091011	40	2466036404	1	0.1173	5.27
000905.SH	002128.SZ	20260513	2241573493	50	1120786747	1	0.3207	31.7
000905.SH	002223.SZ	20260513	1002476929	60	601486157	1	0.1621	29.85
000905.SH	002203.SZ	20260513	2291755274	60	1375053164	1	0.2842	22.9
000905.SH	002202.SZ	20260513	3451495248	70	2416046674	1	0.5947	27.27
000905.SH	002195.SZ	20260513	5670554696	100	5670554696	1	0.4556	8.9
000905.SH	002185.SZ	20260513	3204484648	80	2563587718	1	0.3339	14.43
000905.SH	002157.SZ	20260513	9250162589	80	7400130071	1	0.2258	3.38
000905.SH	002156.SZ	20260513	1517596912	80	1214077530	1	0.6519	59.48
000905.SH	002155.SZ	20260513	1562651316	70	1093855921	1	0.2887	29.24
000905.SH	002153.SZ	20260513	2729193841	30	818758152	1	0.0749	10.14
000905.SH	002152.SZ	20260513	2483382898	50	1241691449	1	0.1328	11.85
000905.SH	002138.SZ	20260513	806318354	100	806318354	1	0.2708	37.2
000905.SH	002131.SZ	20260513	6771778703	100	6771778703	1	0.412	6.74
000905.SH	002130.SZ	20260513	1259898562	100	1259898562	1	0.2712	23.85
000905.SH	002126.SZ	20260513	843650301	100	843650301	1	0.3815	50.1
000905.SH	002508.SZ	20260513	944938916	50	472469458	1	0.0802	18.81
000905.SH	002120.SZ	20260513	2899200219	50	1449600110	1	0.1021	7.8
000905.SH	002085.SZ	20260513	2123297520	70	1486308264	1	0.1872	13.95
000905.SH	002080.SZ	20260513	1678123584	40	671249434	1	0.3998	65.99
000905.SH	002078.SZ	20260513	2794535119	60	1676721071	1	0.2143	14.16
000905.SH	002065.SZ	20260513	3205482375	70	2243837663	1	0.1724	8.51
000905.SH	002064.SZ	20260513	4962543897	40	1985017559	1	0.2025	11.3
000905.SH	002056.SZ	20260513	1626712074	50	813356037	1	0.1444	19.67
000905.SH	002044.SZ	20260513	3914253923	80	3131403138	1	0.1719	6.08
000905.SH	002032.SZ	20260513	801359733	20	160271947	1	0.0696	48.08
000905.SH	002025.SZ	20260513	455425988	60	273255593	1	0.1847	74.9
000905.SH	002008.SZ	20260513	1029603408	80	823682726	1	1.0012	134.66
000905.SH	002007.SZ	20260513	1827456666	60	1096474000	1	0.1448	14.63
000905.SH	001696.SZ	20260513	1145026920	70	801518844	1	0.1243	17.18
000905.SH	002244.SZ	20260513	3111443890	40	1244577556	1	0.1308	11.64
000905.SH	002261.SZ	20260513	1259831474	100	1259831474	1	0.3868	34.01
000905.SH	002262.SZ	20260513	1015786583	60	609471950	1	0.118	21.45
000905.SH	002265.SZ	20260513	1033040407	30	309912122	1	0.0692	24.73
000905.SH	002472.SZ	20260513	849567442	80	679653954	1	0.2597	42.33
000905.SH	002465.SZ	20260513	2481833948	80	1985467158	1	0.2966	16.55
000905.SH	002461.SZ	20260513	2213328480	20	442665696	1	0.0401	10.03
000905.SH	002444.SZ	20260513	1194478182	60	716686909	1	0.2286	35.34
000905.SH	002439.SZ	20260513	1211400205	60	726840123	1	0.1046	15.95
000905.SH	002436.SZ	20260513	1699673563	100	1699673563	1	0.5132	33.45
000905.SH	002432.SZ	20260513	464894790	70	325426353	1	0.2191	74.6
000905.SH	002430.SZ	20260513	978354062	50	489177031	1	0.1298	29.4
000905.SH	002429.SZ	20260513	4526940607	50	2263470304	1	0.2754	13.48
000905.SH	002423.SZ	20260513	2304105575	40	921642230	1	0.0843	10.13
000905.SH	002414.SZ	20260513	4270736108	40	1708294443	1	0.2281	14.79
000905.SH	002410.SZ	20260513	1651944342	100	1651944342	1	0.1615	10.83
000905.SH	002409.SZ	20260513	475927678	60	285556607	1	0.2419	93.86
000905.SH	002402.SZ	20260513	924694285	100	924694285	1	0.2733	32.74
000905.SH	002385.SZ	20260513	4300078565	80	3440062852	1	0.118	3.8
000905.SH	002372.SZ	20260513	1592037988	40	636815195	1	0.062	10.78
000905.SH	002353.SZ	20260513	1023855833	60	614313500	1	0.7974	143.8
000905.SH	002340.SZ	20260513	5115548607	100	5115548607	1	0.4027	8.72
000905.SH	002335.SZ	20260513	515414041	70	360789829	1	0.2211	67.89
000905.SH	002318.SZ	20260513	977170720	70	684019504	1	0.1857	30.08
000905.SH	002312.SZ	20260513	1889338619	60	1133603171	1	0.1105	10.8
000905.SH	002299.SZ	20260513	1243111721	50	621555861	1	0.1022	18.21
000905.SH	002294.SZ	20260513	1114816535	50	557408268	1	0.1952	38.8
000905.SH	002281.SZ	20260513	806675752	60	484005451	1	0.8804	201.5
000905.SH	002273.SZ	20260513	1390632221	100	1390632221	1	0.4769	37.99
000905.SH	002271.SZ	20260513	2388699866	80	1910959893	1	0.2932	17.0
000905.SH	002266.SZ	20260513	5219271402	50	2609635701	1	0.1293	5.49
000905.SH	001389.SZ	20260513	425687500	40	170275000	1	0.2931	190.68
000905.SH	001286.SZ	20260513	3750000000	20	750000000	1	0.0814	12.02
000905.SH	001221.SZ	20260513	400010000	9	36000900	1	0.0197	60.61
000905.SH	000703.SZ	20260513	3821083115	60	2292649869	1	0.3235	15.63
000905.SH	000657.SZ	20260513	2278604400	40	911441760	1	0.491	59.68
000905.SH	000629.SZ	20260513	9290947845	50	4645473923	1	0.1619	3.86
000905.SH	000623.SZ	20260513	1195895387	80	956716310	1	0.163	18.88
000905.SH	000598.SZ	20260513	2984008721	50	1492004361	1	0.0908	6.74
000905.SH	000591.SZ	20260513	3918568213	70	2742997749	1	0.1448	5.85
000905.SH	000582.SZ	20260513	2517084480	40	1006833792	1	0.1143	12.58
000905.SH	000563.SZ	20260513	5113970358	60	3068382215	1	0.0895	3.23
000905.SH	000559.SZ	20260513	3315358444	40	1326143378	1	0.2096	17.51
000905.SH	000539.SZ	20260513	4451875986	20	890375197	1	0.0593	7.38
000905.SH	000537.SZ	20260513	2066602352	40	826640941	1	0.0835	11.19
000905.SH	000528.SZ	20260513	2032200321	80	1625760257	1	0.1413	9.63
000905.SH	000519.SZ	20260513	1392558982	60	835535389	1	0.1357	17.99
000905.SH	000513.SZ	20260513	604293313	60	362575988	1	0.105	32.08
000905.SH	000429.SZ	20260513	1742056126	30	522616838	1	0.0617	13.07
000905.SH	000426.SZ	20260513	1775635739	80	1420508591	1	0.6533	50.95
000905.SH	000423.SZ	20260513	643976824	70	450783777	1	0.2164	53.18
000905.SH	000415.SZ	20260513	6184521282	60	3710712769	1	0.1551	4.63
000905.SH	000400.SZ	20260513	1018622249	70	713035574	1	0.1754	27.25
000905.SH	000155.SZ	20260513	1846168342	70	1292317839	1	0.1877	16.09
000905.SH	000088.SZ	20260513	5199483346	40	2079793338	1	0.0862	4.59
000905.SH	000062.SZ	20260513	1045909322	40	418363729	1	0.1412	37.39
000905.SH	000060.SZ	20260513	4441172458	70	3108820721	1	0.2178	7.76
000905.SH	000050.SZ	20260513	2457747661	60	1474648597	1	0.1022	7.68
000905.SH	000039.SZ	20260513	2302682490	80	1842145992	1	0.2135	12.84
000905.SH	000034.SZ	20260513	711260675	80	569008540	1	0.2146	41.79
000905.SH	000032.SZ	20260513	1215179311	50	607589656	1	0.1032	18.82
000905.SH	000027.SZ	20260513	4757389916	30	1427216975	1	0.0943	7.32
000905.SH	000683.SZ	20260513	3716831560	70	2601782092	1	0.1996	8.5
000905.SH	000709.SZ	20260513	10337121092	40	4134848437	1	0.0881	2.36
000905.SH	001213.SZ	20260513	4444444444	20	888888889	1	0.0321	4.0
000905.SH	000723.SZ	20260513	4403480409	70	3082436286	1	0.1141	4.1
000905.SH	000997.SZ	20260513	1013097915	70	709168541	1	0.1406	21.97
000905.SH	000987.SZ	20260513	5017132462	30	1505139739	1	0.1216	8.95
000905.SH	000967.SZ	20260513	3166943903	40	1266777561	1	0.1584	13.85
000905.SH	000960.SZ	20260513	1645801952	60	987481171	1	0.3628	40.7
000905.SH	000959.SZ	20260513	7754967370	20	1550993474	1	0.061	4.36
000905.SH	000958.SZ	20260513	17373128727	9	1563581585	1	0.0884	6.26
000905.SH	000951.SZ	20260513	1174869360	50	587434680	1	0.1225	23.11
000905.SH	000937.SZ	20260513	3533546850	30	1060064055	1	0.0527	5.51
000905.SH	000933.SZ	20260513	2249004399	70	1574303079	1	0.4478	31.51
000905.SH	000932.SZ	20260513	6908632499	50	3454316250	1	0.1456	4.67
000905.SH	000921.SZ	20260513	925271363	50	462635682	1	0.1023	24.5
000905.SH	000898.SZ	20260513	7957681258	30	2387304377	1	0.0489	2.27
000905.SH	000893.SZ	20260513	924051187	60	554430712	1	0.2662	53.2
000905.SH	000887.SZ	20260513	1316489747	60	789893848	1	0.1278	17.92
000905.SH	000883.SZ	20260513	7079387630	30	2123816289	1	0.0955	4.98
000905.SH	000878.SZ	20260513	2425184040	60	1455110424	1	0.2676	20.37
000905.SH	000831.SZ	20260513	1061220807	70	742854565	1	0.3742	55.8
000905.SH	000830.SZ	20260513	1904319011	60	1142591407	1	0.1583	15.35
000905.SH	000825.SZ	20260513	5696247796	40	2278499118	1	0.0884	4.3
000905.SH	000785.SZ	20260513	6227048814	40	2490819526	1	0.0576	2.56
000905.SH	000783.SZ	20260513	5530072948	60	3318043769	1	0.2678	8.94
000905.SH	000750.SZ	20260513	6386174477	70	4470322134	1	0.1594	3.95
000905.SH	000739.SZ	20260513	1158443576	50	579221788	1	0.0966	18.48
000905.SH	000738.SZ	20260513	1315184001	60	789110401	1	0.16	22.46
000905.SH	000733.SZ	20260513	554169431	70	387918602	1	0.1609	45.95
000905.SH	000729.SZ	20260513	2818539341	50	1409269671	1	0.1631	12.82
000905.SH	000728.SZ	20260513	4363777891	60	2618266735	1	0.1747	7.39
