INDEX_CODE	CON_CODE	TRADE_DATE	TOTAL_SHARE	FREE_SHARE_RATIO	CALC_SHARE	WEIGHT_FACTOR	WEIGHT	CLOSE
000906.SH	601336.SH	20260513	2085439340	40	834175736	1	0.1429	65.26
000906.SH	601360.SH	20260513	6999557879	50	3499778940	1	0.1048	11.4
000906.SH	601377.SH	20260513	8635987294	80	6908789835	1	0.1114	6.14
000906.SH	601390.SH	20260513	20478895629	50	10239447815	1	0.1379	5.13
000906.SH	601398.SH	20260513	269612212539	12	32353465505	1	0.621	7.48
000906.SH	601399.SH	20260513	7213555890	40	2885422356	1	0.0324	4.27
000906.SH	601456.SH	20260513	5237952806	30	1571385842	1	0.0399	9.67
000906.SH	601555.SH	20260513	4968702837	80	3974962270	1	0.0897	8.59
000906.SH	601567.SH	20260513	1405209400	50	702604700	1	0.0355	19.23
000906.SH	601577.SH	20260513	4021553754	60	2412932252	1	0.0604	9.54
000906.SH	601598.SH	20260513	5163352805	30	1549005842	1	0.0249	6.12
000906.SH	601600.SH	20260513	13211666110	60	7926999666	1	0.2431	11.68
000906.SH	601601.SH	20260513	6845041455	50	3422520728	1	0.3345	37.22
000906.SH	601607.SH	20260513	2789289105	40	1115715642	1	0.0502	17.15
000906.SH	601608.SH	20260513	4579553437	40	1831821375	1	0.0294	6.12
000906.SH	601611.SH	20260513	3013834212	40	1205533685	1	0.0433	13.69
000906.SH	601615.SH	20260513	2261496706	80	1809197365	1	0.0781	16.43
000906.SH	601298.SH	20260513	5392075000	13	700969750	1	0.0167	9.07
000906.SH	601238.SH	20260513	7383697595	30	2215109279	1	0.0395	6.79
000906.SH	601127.SH	20260513	1633366086	50	816683043	1	0.186	86.75
000906.SH	601236.SH	20260513	4716787742	30	1415036323	1	0.0281	7.56
000906.SH	601128.SH	20260513	3316515911	100	3316515911	1	0.0631	7.25
000906.SH	601136.SH	20260513	2733333800	20	546666760	1	0.0241	16.82
000906.SH	601138.SH	20260513	19858183781	20	3971636756	1	0.6716	64.4
000906.SH	601139.SH	20260513	2876741752	30	863022526	1	0.0151	6.66
000906.SH	601155.SH	20260513	2260535439	40	904214176	1	0.0384	16.19
000906.SH	601156.SH	20260513	1587555556	40	635022222	1	0.027	16.17
000906.SH	601162.SH	20260513	10073985234	70	7051789664	1	0.0707	3.82
000906.SH	601166.SH	20260513	21162851947	80	16930281558	1	0.7891	17.75
000906.SH	601168.SH	20260513	2383000000	70	1668100000	1	0.1464	33.42
000906.SH	601169.SH	20260513	21142984272	70	14800088990	1	0.2044	5.26
000906.SH	601179.SH	20260513	5125882352	50	2562941176	1	0.1292	19.2
000906.SH	601186.SH	20260513	11503245500	40	4601298200	1	0.0817	6.76
000906.SH	601198.SH	20260513	3232445520	60	1939467312	1	0.0674	13.24
000906.SH	601211.SH	20260513	14123165981	80	11298532785	1	0.4777	16.1
000906.SH	601212.SH	20260513	7404774511	40	2961909804	1	0.0613	7.88
000906.SH	601216.SH	20260513	8438017390	40	3375206956	1	0.0487	5.49
000906.SH	601225.SH	20260513	9695000000	40	3878000000	1	0.2423	23.79
000906.SH	601228.SH	20260513	7544531351	20	1508906270	1	0.0128	3.24
000906.SH	601229.SH	20260513	14208999583	70	9946299708	1	0.2424	9.28
000906.SH	601231.SH	20260513	2389105078	30	716731523	1	0.0805	42.76
000906.SH	601233.SH	20260513	2404779773	60	1442867864	1	0.0831	21.92
000906.SH	600885.SH	20260513	1547594313	80	1238075450	1	0.1049	32.28
000906.SH	600884.SH	20260513	2249412863	80	1799530290	1	0.0762	16.12
000906.SH	600879.SH	20260513	3299299334	80	2639439467	1	0.1803	26.02
000906.SH	600460.SH	20260513	1664071845	70	1164850292	1	0.0924	30.21
000906.SH	600483.SH	20260513	2780137800	40	1112055120	1	0.0301	10.31
000906.SH	600486.SH	20260513	405398884	60	243239330	1	0.0422	66.11
000906.SH	600487.SH	20260513	2466734657	80	1973387726	1	0.3892	75.1
000906.SH	600489.SH	20260513	4847312564	60	2908387538	1	0.2049	26.83
000906.SH	600497.SH	20260513	5040380483	60	3024228290	1	0.0811	10.21
000906.SH	600498.SH	20260513	1361267156	60	816760294	1	0.1266	59.01
000906.SH	600499.SH	20260513	1917856391	60	1150713835	1	0.056	18.52
000906.SH	600511.SH	20260513	754502998	50	377251499	1	0.0282	28.47
000906.SH	600515.SH	20260513	11425309602	50	5712654801	1	0.0519	3.46
000906.SH	600516.SH	20260513	4025970368	70	2818179258	1	0.042	5.68
000906.SH	600517.SH	20260513	5718435744	30	1715530723	1	0.0268	5.95
000906.SH	600519.SH	20260513	1252270215	50	626135108	1	2.2271	1354.55
000906.SH	600521.SH	20260513	1497251442	70	1048076009	1	0.047	17.09
000906.SH	600522.SH	20260513	3412949652	80	2730359722	1	0.316	44.08
000906.SH	600528.SH	20260513	2221551588	50	1110775794	1	0.023	7.87
000906.SH	600535.SH	20260513	1493950005	50	746975003	1	0.0293	14.92
000906.SH	600536.SH	20260513	933786584	60	560271950	1	0.0612	41.59
000906.SH	600546.SH	20260513	1982456140	50	991228070	1	0.0363	13.96
000906.SH	600547.SH	20260513	3614443347	50	1807221674	1	0.1653	34.83
000906.SH	600549.SH	20260513	1587585826	70	1111310078	1	0.1688	57.84
000906.SH	600562.SH	20260513	1241857840	40	496743136	1	0.0368	28.18
000906.SH	600482.SH	20260513	2253549842	50	1126774921	1	0.1113	37.63
000906.SH	600438.SH	20260513	4501989837	60	2701193902	1	0.1205	16.99
000906.SH	600566.SH	20260513	921215260	40	368486104	1	0.0278	28.72
000906.SH	600436.SH	20260513	603317210	50	301658605	1	0.1105	139.52
000906.SH	600316.SH	20260513	717114512	60	430268707	1	0.0387	34.22
000906.SH	600329.SH	20260513	570094356	50	285047178	1	0.0324	43.23
000906.SH	600332.SH	20260513	1405890949	50	702945475	1	0.0424	22.96
000906.SH	600339.SH	20260513	5583147471	30	1674944241	1	0.0171	3.89
000906.SH	600346.SH	20260513	7039099786	30	2111729936	1	0.1254	22.61
000906.SH	600348.SH	20260513	3607500000	50	1803750000	1	0.0465	9.82
000906.SH	600352.SH	20260513	3253331860	80	2602665488	1	0.0853	12.48
000906.SH	600362.SH	20260513	2075247405	50	1037623703	1	0.1339	49.14
000906.SH	600363.SH	20260513	450888450	80	360710760	1	0.0438	46.28
000906.SH	600369.SH	20260513	6645109124	60	3987065474	1	0.0449	4.29
000906.SH	600372.SH	20260513	4838896630	50	2419448315	1	0.0856	13.47
000906.SH	600377.SH	20260513	3815747500	13	496047175	1	0.0162	12.46
000906.SH	600378.SH	20260513	1289999620	40	515999848	1	0.0451	33.3
000906.SH	600380.SH	20260513	1829453386	60	1097672032	1	0.0316	10.98
000906.SH	600390.SH	20260513	4498065459	50	2249032730	1	0.0312	5.29
000906.SH	600392.SH	20260513	1752826570	80	1402261256	1	0.0957	25.98
000906.SH	600398.SH	20260513	4802770296	50	2401385148	1	0.0388	6.16
000906.SH	600406.SH	20260513	8032088259	50	4016044130	1	0.2837	26.9
000906.SH	600415.SH	20260513	5483559226	50	2741779613	1	0.0932	12.94
000906.SH	600426.SH	20260513	2123219998	70	1486253999	1	0.1366	34.99
000906.SH	600435.SH	20260513	1511327873	70	1057929511	1	0.041	14.77
000906.SH	600563.SH	20260513	225000000	60	135000000	1	0.0447	126.03
000906.SH	600570.SH	20260513	1894130907	80	1515304726	1	0.109	27.4
000906.SH	600875.SH	20260513	3050360326	40	1220144130	1	0.1234	38.5
000906.SH	600707.SH	20260513	3588389732	40	1435355893	1	0.0358	9.5
000906.SH	600737.SH	20260513	2138848228	50	1069424114	1	0.042	14.96
000906.SH	600739.SH	20260513	1529709816	60	917825890	1	0.0287	11.89
000906.SH	600741.SH	20260513	3152723984	50	1576361992	1	0.0749	18.1
000906.SH	600754.SH	20260513	910298444	50	455149222	1	0.0271	22.69
000906.SH	600760.SH	20260513	2835094714	30	850528414	1	0.1115	49.91
000906.SH	600763.SH	20260513	447289117	70	313102382	1	0.0338	41.14
000906.SH	600764.SH	20260513	710629386	40	284251754	1	0.018	24.11
000906.SH	600765.SH	20260513	1575492153	70	1102844507	1	0.0474	16.36
000906.SH	600795.SH	20260513	17835619082	50	8917809541	1	0.1169	4.99
000906.SH	600801.SH	20260513	1344275649	50	672137825	1	0.0377	21.38
000906.SH	600803.SH	20260513	3097087607	30	929126282	1	0.0504	20.66
000906.SH	600808.SH	20260513	5967751186	40	2387100474	1	0.0234	3.73
000906.SH	600809.SH	20260513	1219964222	40	487985689	1	0.1756	137.01
000906.SH	600816.SH	20260513	9844448254	40	3937779302	1	0.0326	3.15
000906.SH	600820.SH	20260513	3144096094	70	2200867266	1	0.0343	5.94
000906.SH	600845.SH	20260513	2146928818	40	858771527	1	0.0534	23.69
000906.SH	600848.SH	20260513	2393912273	40	957564909	1	0.0229	9.1
000906.SH	600862.SH	20260513	1393049107	60	835829464	1	0.0464	21.13
000906.SH	600863.SH	20260513	7835189560	40	3134075824	1	0.04	4.86
000906.SH	600871.SH	20260513	13547012351	30	4064103705	1	0.0276	2.59
000906.SH	600873.SH	20260513	2804241650	70	1962969155	1	0.0489	9.49
000906.SH	600720.SH	20260513	2294595565	40	917838226	1	0.016	6.64
000906.SH	600704.SH	20260513	5171179890	60	3102707934	1	0.0419	5.14
000906.SH	600578.SH	20260513	6694621015	30	2008386305	1	0.0277	5.26
000906.SH	600699.SH	20260513	1395670563	70	976969394	1	0.0727	28.34
000906.SH	600580.SH	20260513	1562117511	70	1093482258	1	0.1162	40.48
000906.SH	600582.SH	20260513	4138588892	40	1655435557	1	0.0244	5.62
000906.SH	600583.SH	20260513	4421354800	50	2210677400	1	0.0372	6.4
000906.SH	600584.SH	20260513	1789414570	80	1431531656	1	0.2076	55.24
000906.SH	600585.SH	20260513	3999702579	60	2399821547	1	0.1348	21.39
000906.SH	600588.SH	20260513	3416997409	60	2050198445	1	0.0641	11.9
000906.SH	600598.SH	20260513	1777679909	40	711071964	1	0.0313	16.76
000906.SH	600600.SH	20260513	709125943	50	354562972	1	0.0584	62.76
000906.SH	600601.SH	20260513	4273742887	70	2991620021	1	0.1124	14.31
000906.SH	600602.SH	20260513	1074302990	60	644581794	1	0.0382	22.55
000906.SH	600606.SH	20260513	14054218314	30	4216265494	1	0.0179	1.62
000906.SH	600637.SH	20260513	3361899817	60	2017139890	1	0.0543	10.26
000906.SH	600642.SH	20260513	4894079376	40	1957631750	1	0.0497	9.67
000906.SH	600655.SH	20260513	3892458273	50	1946229137	1	0.0248	4.85
000906.SH	600660.SH	20260513	2002986332	80	1602389066	1	0.2451	59.45
000906.SH	600663.SH	20260513	3934417679	30	1180325304	1	0.0273	8.81
000906.SH	600673.SH	20260513	3009555059	50	1504777530	1	0.148	37.45
000906.SH	600674.SH	20260513	4874606828	40	1949842731	1	0.0792	15.47
000906.SH	600685.SH	20260513	821435181	50	410717591	1	0.0339	31.47
000906.SH	600688.SH	20260513	7328813500	30	2198644050	1	0.0176	3.05
000906.SH	600690.SH	20260513	6253028411	60	3751817047	1	0.2091	21.22
000906.SH	601618.SH	20260513	17852619170	40	7141047668	1	0.0557	2.97
000906.SH	601628.SH	20260513	20823530000	8	1665882400	1	0.1643	37.56
000906.SH	601633.SH	20260513	6239096012	20	1247819202	1	0.0646	19.71
000906.SH	688047.SH	20260513	401000000	50	200500000	1	0.0922	175.1
000906.SH	688065.SH	20260513	721289794	50	360644897	1	0.0443	46.82
000906.SH	688082.SH	20260513	480164789	20	96032958	1	0.044	174.42
000906.SH	688099.SH	20260513	421165613	80	336932490	1	0.1	113.0
000906.SH	688100.SH	20260513	491685175	30	147505553	1	0.0146	37.81
000906.SH	688111.SH	20260513	463179293	50	231589647	1	0.159	261.5
000906.SH	688114.SH	20260513	416516155	60	249909693	1	0.034	51.79
000906.SH	688120.SH	20260513	353651991	70	247556394	1	0.1529	235.14
000906.SH	688122.SH	20260513	649664497	70	454765148	1	0.0799	66.95
000906.SH	688126.SH	20260513	3194582680	60	1916749608	1	0.1271	25.26
000906.SH	688166.SH	20260513	423102473	70	296171731	1	0.0506	65.1
000906.SH	688169.SH	20260513	259106368	80	207285094	1	0.0627	115.12
000906.SH	688172.SH	20260513	1427618097	20	285523619	1	0.037	49.36
000906.SH	688180.SH	20260513	766394171	70	536475920	1	0.0583	41.41
000906.SH	688183.SH	20260513	831821175	30	249546353	1	0.0672	102.6
000906.SH	688187.SH	20260513	868907512	30	260672254	1	0.0338	49.41
000906.SH	688188.SH	20260513	288729927	40	115491971	1	0.0495	163.23
000906.SH	688192.SH	20260513	461187894	30	138356368	1	0.0208	57.2
000906.SH	688213.SH	20260513	401841572	70	281289100	1	0.0735	99.5
000906.SH	688220.SH	20260513	418300889	60	250980533	1	0.0709	107.61
000906.SH	688223.SH	20260513	10005202678	40	4002081071	1	0.078	7.42
000906.SH	688234.SH	20260513	429711044	50	214855522	1	0.0733	130.01
000906.SH	688052.SH	20260513	142528433	80	114022746	1	0.0665	222.1
000906.SH	688041.SH	20260513	2324338091	40	929735236	1	0.8525	349.19
000906.SH	688248.SH	20260513	564700000	30	169410000	1	0.0287	64.6
000906.SH	688037.SH	20260513	201627296	80	161301837	1	0.1159	273.74
000906.SH	603893.SH	20260513	420919050	50	210459525	1	0.0992	179.43
000906.SH	603899.SH	20260513	920970377	40	368388151	1	0.0238	24.59
000906.SH	603920.SH	20260513	720592317	60	432355390	1	0.0756	66.56
000906.SH	603927.SH	20260513	831040000	70	581728000	1	0.0257	16.82
000906.SH	603939.SH	20260513	1212391897	50	606195949	1	0.0371	23.33
000906.SH	603979.SH	20260513	623780087	60	374268052	1	0.0664	67.6
000906.SH	603986.SH	20260513	667849351	100	667849351	1	0.62	353.55
000906.SH	603993.SH	20260513	17460842176	50	8730421088	1	0.4718	20.58
000906.SH	605117.SH	20260513	907766493	40	363106597	1	0.1514	158.82
000906.SH	605358.SH	20260513	671373356	80	537098685	1	0.072	51.03
000906.SH	605499.SH	20260513	520013000	40	208005200	1	0.1064	194.72
000906.SH	605589.SH	20260513	846388498	80	677110798	1	0.0683	38.42
000906.SH	688002.SH	20260513	460237717	80	368190174	1	0.1393	144.1
000906.SH	688008.SH	20260513	1145151330	100	1145151330	1	0.7238	240.7
000906.SH	688009.SH	20260513	8621018000	30	2586305400	1	0.0345	5.08
000906.SH	688012.SH	20260513	626145307	70	438301715	1	0.4471	388.45
000906.SH	688017.SH	20260513	183330125	70	128331088	1	0.0923	273.87
000906.SH	688018.SH	20260513	167143010	60	100285806	1	0.0458	173.93
000906.SH	688019.SH	20260513	168554258	70	117987981	1	0.0841	271.5
000906.SH	688027.SH	20260513	102861001	60	61716601	1	0.0977	603.01
000906.SH	688036.SH	20260513	1151184545	50	575592273	1	0.0881	58.3
000906.SH	688235.SH	20260513	115055260	100	115055260	1	0.081	267.98
000906.SH	688256.SH	20260513	628292969	50	314146485	1	1.0541	1277.87
000906.SH	603858.SH	20260513	1054568442	50	527284221	1	0.023	16.64
000906.SH	688520.SH	20260513	470335714	30	141100714	1	0.0161	43.35
000906.SH	688538.SH	20260513	13809437625	40	5523775050	1	0.0338	2.33
000906.SH	688561.SH	20260513	682252725	40	272901090	1	0.0219	30.59
000906.SH	688563.SH	20260513	450000000	30	135000000	1	0.0214	60.31
000906.SH	688568.SH	20260513	808078912	50	404039456	1	0.0666	62.77
000906.SH	688578.SH	20260513	450000000	60	270000000	1	0.0674	95.0
000906.SH	688582.SH	20260513	401739056	50	200869528	1	0.0285	54.05
000906.SH	688599.SH	20260513	2342567686	60	1405540612	1	0.0668	18.11
000906.SH	688608.SH	20260513	168693735	70	118085615	1	0.0552	177.96
000906.SH	688615.SH	20260513	196000000	50	98000000	1	0.0367	142.74
000906.SH	688617.SH	20260513	141030049	60	84618029	1	0.0523	235.59
000906.SH	688629.SH	20260513	460992831	40	184397132	1	0.0654	135.12
000906.SH	688676.SH	20260513	459784364	60	275870618	1	0.0635	87.64
000906.SH	688692.SH	20260513	113240000	50	56620000	1	0.0415	279.0
000906.SH	688702.SH	20260513	410000000	30	123000000	1	0.0963	298.2
000906.SH	688709.SH	20260513	636847026	30	191054108	1	0.0197	39.36
000906.SH	688728.SH	20260513	2600586667	30	780176000	1	0.0298	14.56
000906.SH	688772.SH	20260513	1132068851	60	679241311	1	0.0281	15.73
000906.SH	688777.SH	20260513	791189527	80	632951622	1	0.1309	78.77
000906.SH	688778.SH	20260513	504691083	40	201876433	1	0.0408	76.99
000906.SH	688819.SH	20260513	972100000	14	136094000	1	0.0097	27.06
000906.SH	688981.SH	20260513	1999562549	100	1999562549	1	0.6405	121.98
000906.SH	688525.SH	20260513	466708301	70	326695811	1	0.2651	308.97
000906.SH	688506.SH	20260513	412873817	20	82574763	1	0.057	263.1
000906.SH	688266.SH	20260513	264708186	70	185295730	1	0.0543	111.63
000906.SH	688475.SH	20260513	787500000	20	157500000	1	0.0127	30.71
000906.SH	688271.SH	20260513	824157988	60	494494793	1	0.1487	114.52
000906.SH	688278.SH	20260513	408189480	40	163275792	1	0.0253	58.95
000906.SH	688281.SH	20260513	272570675	50	136285338	1	0.0279	78.08
000906.SH	688295.SH	20260513	900000000	20	180000000	1	0.0284	60.02
000906.SH	688297.SH	20260513	675000000	40	270000000	1	0.0335	47.19
000906.SH	688301.SH	20260513	211411684	60	126847010	1	0.038	114.18
000906.SH	688303.SH	20260513	2145205724	30	643561717	1	0.0377	22.3
000906.SH	688318.SH	20260513	256119472	30	76835842	1	0.0246	121.8
000906.SH	688322.SH	20260513	401144240	50	200572120	1	0.0458	87.03
000906.SH	688336.SH	20260513	616785793	20	123357159	1	0.0234	72.25
000906.SH	688347.SH	20260513	407750000	100	407750000	1	0.172	160.66
000906.SH	688349.SH	20260513	1226404215	20	245280843	1	0.0152	23.62
000906.SH	688361.SH	20260513	350163237	60	210097942	1	0.1099	199.2
000906.SH	688363.SH	20260513	481678242	40	192671297	1	0.0208	41.05
000906.SH	688375.SH	20260513	596014900	30	178804470	1	0.0599	127.56
000906.SH	688385.SH	20260513	537097300	70	375968110	1	0.0727	73.61
000906.SH	688387.SH	20260513	3418750000	40	1367500000	1	0.0787	21.92
000906.SH	688396.SH	20260513	1327529398	40	531011759	1	0.0849	60.91
000906.SH	688425.SH	20260513	5333497000	30	1600049100	1	0.0199	4.74
000906.SH	688469.SH	20260513	8382687172	60	5029612303	1	0.0969	7.34
000906.SH	688472.SH	20260513	3688217324	40	1475286930	1	0.0599	15.47
000906.SH	603885.SH	20260513	2184005268	40	873602107	1	0.0266	11.59
000906.SH	603833.SH	20260513	609152720	30	182745816	1	0.0235	49.05
000906.SH	601658.SH	20260513	100238886492	11	11026277514	1	0.1456	5.03
000906.SH	601868.SH	20260513	34977747243	40	13991098897	1	0.122	3.32
000906.SH	601877.SH	20260513	2148968976	50	1074484488	1	0.0934	33.09
000906.SH	601878.SH	20260513	4573796639	60	2744277983	1	0.072	9.99
000906.SH	601880.SH	20260513	18413051214	40	7365220486	1	0.0319	1.65
000906.SH	601881.SH	20260513	7243417623	30	2173025287	1	0.0742	13.0
000906.SH	601888.SH	20260513	1952475544	50	976237772	1	0.1578	61.55
000906.SH	601898.SH	20260513	9152000400	20	1830400080	1	0.0778	16.19
000906.SH	601899.SH	20260513	20588703340	80	16470962672	1	1.4956	34.58
000906.SH	601901.SH	20260513	8232101395	50	4116050698	1	0.0788	7.29
000906.SH	601916.SH	20260513	21544435963	70	15081105174	1	0.1192	3.01
000906.SH	601918.SH	20260513	2590541800	60	1554325080	1	0.0358	8.76
000906.SH	601919.SH	20260513	12609935239	50	6304967620	1	0.2333	14.09
000906.SH	601921.SH	20260513	2222222223	20	444444445	1	0.0088	7.52
000906.SH	601928.SH	20260513	2544900000	30	763470000	1	0.019	9.5
000906.SH	601939.SH	20260513	21183061579	40	8473224632	1	0.2143	9.63
000906.SH	601958.SH	20260513	3226604400	30	967981320	1	0.0576	22.65
000906.SH	601965.SH	20260513	1003054887	40	401221955	1	0.0175	16.64
000906.SH	601966.SH	20260513	1463502683	50	731751342	1	0.0256	13.33
000906.SH	601985.SH	20260513	20568002074	40	8227200830	1	0.1994	9.23
000906.SH	601988.SH	20260513	238590135419	6	14315408125	1	0.2158	5.74
000906.SH	601990.SH	20260513	4399627795	50	2199813898	1	0.0425	7.36
000906.SH	601991.SH	20260513	12396089106	30	3718826732	1	0.0654	6.7
000906.SH	601872.SH	20260513	8074538502	40	3229815401	1	0.1509	17.79
000906.SH	601866.SH	20260513	9751983820	40	3900793528	1	0.0273	2.67
000906.SH	601997.SH	20260513	3656198076	80	2924958461	1	0.0461	6.0
000906.SH	601865.SH	20260513	1901165162	40	760466065	1	0.0272	13.63
000906.SH	601665.SH	20260513	6153842525	70	4307689768	1	0.0722	6.38
000906.SH	601666.SH	20260513	2469357013	60	1481614208	1	0.0312	8.02
000906.SH	601668.SH	20260513	41320390444	50	20660195222	1	0.2707	4.99
000906.SH	601669.SH	20260513	17226159334	50	8613079667	1	0.1346	5.95
000906.SH	601688.SH	20260513	7307818106	80	5846254485	1	0.3027	19.72
000906.SH	601689.SH	20260513	1737835580	50	868917790	1	0.153	67.05
000906.SH	601696.SH	20260513	2778000000	60	1666800000	1	0.0556	12.7
000906.SH	601698.SH	20260513	4224385412	20	844877082	1	0.0849	38.26
000906.SH	601699.SH	20260513	2991409200	40	1196563680	1	0.0479	15.25
000906.SH	601717.SH	20260513	1542165730	70	1079516011	1	0.0522	18.41
000906.SH	601728.SH	20260513	77629728699	20	15525945740	1	0.2495	6.12
000906.SH	601766.SH	20260513	24327798048	50	12163899024	1	0.1929	6.04
000906.SH	601788.SH	20260513	3906698839	50	1953349420	1	0.0801	15.62
000906.SH	601799.SH	20260513	285679419	50	142839710	1	0.0518	138.08
000906.SH	601800.SH	20260513	11856168225	30	3556850468	1	0.0644	6.89
000906.SH	601808.SH	20260513	2960468000	20	592093600	1	0.0222	14.31
000906.SH	601816.SH	20260513	48925679370	60	29355407622	1	0.3893	5.05
000906.SH	601818.SH	20260513	46406815561	40	18562726224	1	0.1535	3.15
000906.SH	601825.SH	20260513	9644444445	60	5786666667	1	0.1308	8.61
000906.SH	601838.SH	20260513	4238435356	60	2543061214	1	0.1265	18.95
000906.SH	601857.SH	20260513	161922077818	7	11334545447	1	0.3331	11.19
000906.SH	601995.SH	20260513	2923542440	40	1169416976	1	0.1066	34.73
000906.SH	601998.SH	20260513	40762999287	13	5299189907	1	0.1148	8.25
000906.SH	603816.SH	20260513	821451519	60	492870911	1	0.0429	33.16
000906.SH	603392.SH	20260513	1265122774	30	379536832	1	0.0432	43.31
000906.SH	603486.SH	20260513	579121261	40	231648504	1	0.0388	63.84
000906.SH	603501.SH	20260513	1209404099	70	846582869	1	0.2297	103.31
000906.SH	603529.SH	20260513	869127956	30	260738387	1	0.0156	22.85
000906.SH	603565.SH	20260513	2100063103	40	840025241	1	0.0244	11.07
000906.SH	603568.SH	20260513	1704558119	40	681823248	1	0.0383	21.41
000906.SH	603589.SH	20260513	598119472	70	418683630	1	0.0258	23.5
000906.SH	603596.SH	20260513	897636014	70	628345210	1	0.0531	32.18
000906.SH	603605.SH	20260513	395975948	60	237585569	1	0.0367	58.84
000906.SH	603606.SH	20260513	687715368	60	412629221	1	0.0673	62.07
