INDEX_CODE	CON_CODE	TRADE_DATE	TOTAL_SHARE	FREE_SHARE_RATIO	CALC_SHARE	WEIGHT_FACTOR	WEIGHT	CLOSE
000906.SH	603650.SH	20260513	616107972	40	246443189	1	0.0368	56.86
000906.SH	603658.SH	20260513	571424768	30	171427430	1	0.0156	34.69
000906.SH	603659.SH	20260513	2136399076	50	1068199538	1	0.0932	33.23
000906.SH	603688.SH	20260513	541678289	50	270839145	1	0.0521	73.26
000906.SH	603699.SH	20260513	775526127	40	310210451	1	0.0517	63.43
000906.SH	603707.SH	20260513	1615634969	30	484690491	1	0.0116	9.1
000906.SH	603728.SH	20260513	418882500	50	209441250	1	0.0349	63.43
000906.SH	603737.SH	20260513	737817473	40	295126989	1	0.0355	45.76
000906.SH	603766.SH	20260513	2053541850	60	1232125110	1	0.0498	15.38
000906.SH	603786.SH	20260513	403856700	30	121157010	1	0.0178	55.8
000906.SH	603799.SH	20260513	1896097297	80	1516877838	1	0.2504	62.87
000906.SH	603806.SH	20260513	2608739124	40	1043495650	1	0.0517	18.88
000906.SH	603444.SH	20260513	72041101	60	43224661	1	0.0435	383.69
000906.SH	603379.SH	20260513	610479037	40	244191615	1	0.0392	61.2
000906.SH	603000.SH	20260513	1105691056	50	552845528	1	0.0289	19.91
000906.SH	603369.SH	20260513	1246800037	60	748080022	1	0.0566	28.8
000906.SH	603019.SH	20260513	1463115784	100	1463115784	1	0.3743	97.42
000906.SH	603049.SH	20260513	874485598	10	87448560	1	0.0111	48.43
000906.SH	603077.SH	20260513	8831391228	70	6181973860	1	0.045	2.77
000906.SH	603087.SH	20260513	597304969	60	358382981	1	0.0557	59.15
000906.SH	603129.SH	20260513	152577663	70	106804364	1	0.0739	263.41
000906.SH	603156.SH	20260513	1260277566	40	504111026	1	0.0569	43.02
000906.SH	603160.SH	20260513	464662636	60	278797582	1	0.0486	66.37
000906.SH	603179.SH	20260513	510141893	70	357099325	1	0.0677	72.2
000906.SH	603195.SH	20260513	1808587688	15	271288153	1	0.0311	43.64
000906.SH	603225.SH	20260513	1676989681	50	838494841	1	0.0389	17.68
000906.SH	603228.SH	20260513	984784137	50	492392069	1	0.0985	76.17
000906.SH	603233.SH	20260513	1138847895	40	455539158	1	0.0224	18.76
000906.SH	603259.SH	20260513	2473280246	100	2473280246	1	0.7165	110.33
000906.SH	603260.SH	20260513	1182206941	30	354662082	1	0.0414	44.5
000906.SH	603288.SH	20260513	5560600544	30	1668180163	1	0.1658	37.84
000906.SH	603290.SH	20260513	239473466	50	119736733	1	0.0356	113.13
000906.SH	603296.SH	20260513	1015732344	40	406292938	1	0.117	109.63
000906.SH	603298.SH	20260513	1309812049	40	523924820	1	0.0408	29.68
000906.SH	603338.SH	20260513	506347879	50	253173940	1	0.0376	56.51
000906.SH	603341.SH	20260513	470331544	50	235165772	1	0.0244	39.46
000906.SH	603345.SH	20260513	293294232	70	205305962	1	0.0553	102.5
000906.SH	600312.SH	20260513	1356921309	60	814152785	1	0.0482	22.54
000906.SH	600309.SH	20260513	3130471626	60	1878282976	1	0.4108	83.29
000906.SH	600299.SH	20260513	3079779257	13	400371303	1	0.0135	12.8
000906.SH	002138.SZ	20260513	806318354	100	806318354	1	0.0788	37.2
000906.SH	002152.SZ	20260513	2483382898	50	1241691449	1	0.0386	11.85
000906.SH	002153.SZ	20260513	2729193841	30	818758152	1	0.0218	10.14
000906.SH	002155.SZ	20260513	1562651316	70	1093855921	1	0.084	29.24
000906.SH	002156.SZ	20260513	1517596912	80	1214077530	1	0.1896	59.48
000906.SH	002157.SZ	20260513	9250162589	80	7400130071	1	0.0657	3.38
000906.SH	002179.SZ	20260513	2118271050	60	1270962630	1	0.1363	40.85
000906.SH	002185.SZ	20260513	3204484648	80	2563587718	1	0.0971	14.43
000906.SH	002195.SZ	20260513	5670554696	100	5670554696	1	0.1325	8.9
000906.SH	002202.SZ	20260513	3451495248	70	2416046674	1	0.173	27.27
000906.SH	002203.SZ	20260513	2291755274	60	1375053164	1	0.0827	22.9
000906.SH	002223.SZ	20260513	1002476929	60	601486157	1	0.0471	29.85
000906.SH	002230.SZ	20260513	2311692581	100	2311692581	1	0.2964	48.83
000906.SH	002236.SZ	20260513	3286755574	60	1972053344	1	0.0926	17.88
000906.SH	002241.SZ	20260513	3545644932	70	2481951452	1	0.1646	25.26
000906.SH	002244.SZ	20260513	3111443890	40	1244577556	1	0.038	11.64
000906.SH	002252.SZ	20260513	6637984837	80	5310387870	1	0.0789	5.66
000906.SH	002261.SZ	20260513	1259831474	100	1259831474	1	0.1125	34.01
000906.SH	002262.SZ	20260513	1015786583	60	609471950	1	0.0343	21.45
000906.SH	002265.SZ	20260513	1033040407	30	309912122	1	0.0201	24.73
000906.SH	002266.SZ	20260513	5219271402	50	2609635701	1	0.0376	5.49
000906.SH	002271.SZ	20260513	2388699866	80	1910959893	1	0.0853	17.0
000906.SH	002142.SZ	20260513	6603590792	50	3301795396	1	0.2767	31.91
000906.SH	002131.SZ	20260513	6771778703	100	6771778703	1	0.1199	6.74
000906.SH	002281.SZ	20260513	806675752	60	484005451	1	0.2561	201.5
000906.SH	002130.SZ	20260513	1259898562	100	1259898562	1	0.0789	23.85
000906.SH	001979.SZ	20260513	9016032171	40	3606412868	1	0.0916	9.67
000906.SH	002001.SZ	20260513	3073421680	50	1536710840	1	0.1352	33.5
000906.SH	002007.SZ	20260513	1827456666	60	1096474000	1	0.0421	14.63
000906.SH	002008.SZ	20260513	1029603408	80	823682726	1	0.2913	134.66
000906.SH	002025.SZ	20260513	455425988	60	273255593	1	0.0537	74.9
000906.SH	002027.SZ	20260513	14442199726	70	10109539808	1	0.1601	6.03
000906.SH	002028.SZ	20260513	778405282	80	622724226	1	0.3243	198.35
000906.SH	002032.SZ	20260513	801359733	20	160271947	1	0.0202	48.08
000906.SH	002044.SZ	20260513	3914253923	80	3131403138	1	0.05	6.08
000906.SH	002049.SZ	20260513	849624032	80	679699226	1	0.1421	79.59
000906.SH	002050.SZ	20260513	3731477535	60	2238886521	1	0.2994	50.92
000906.SH	002056.SZ	20260513	1626712074	50	813356037	1	0.042	19.67
000906.SH	002064.SZ	20260513	4962543897	40	1985017559	1	0.0589	11.3
000906.SH	002065.SZ	20260513	3205482375	70	2243837663	1	0.0501	8.51
000906.SH	002074.SZ	20260513	1805457485	60	1083274491	1	0.1043	36.68
000906.SH	002078.SZ	20260513	2794535119	60	1676721071	1	0.0623	14.16
000906.SH	002080.SZ	20260513	1678123584	40	671249434	1	0.1163	65.99
000906.SH	002085.SZ	20260513	2123297520	70	1486308264	1	0.0544	13.95
000906.SH	002120.SZ	20260513	2899200219	50	1449600110	1	0.0297	7.8
000906.SH	002126.SZ	20260513	843650301	100	843650301	1	0.111	50.1
000906.SH	002128.SZ	20260513	2241573493	50	1120786747	1	0.0933	31.7
000906.SH	002273.SZ	20260513	1390632221	100	1390632221	1	0.1387	37.99
000906.SH	002294.SZ	20260513	1114816535	50	557408268	1	0.0568	38.8
000906.SH	001696.SZ	20260513	1145026920	70	801518844	1	0.0362	17.18
000906.SH	002439.SZ	20260513	1211400205	60	726840123	1	0.0304	15.95
000906.SH	002459.SZ	20260513	3309682191	60	1985809315	1	0.058	11.12
000906.SH	002460.SZ	20260513	1613593699	70	1129515589	1	0.2481	83.65
000906.SH	002461.SZ	20260513	2213328480	20	442665696	1	0.0117	10.03
000906.SH	002463.SZ	20260513	1923388552	70	1346371986	1	0.3842	108.68
000906.SH	002465.SZ	20260513	2481833948	80	1985467158	1	0.0863	16.55
000906.SH	002466.SZ	20260513	1477072783	70	1033950948	1	0.2029	74.75
000906.SH	002472.SZ	20260513	849567442	80	679653954	1	0.0755	42.33
000906.SH	002475.SZ	20260513	7281808472	70	5097265930	1	1.0332	77.19
000906.SH	002493.SZ	20260513	9989442254	30	2996832676	1	0.1058	13.44
000906.SH	002500.SZ	20260513	3589771547	60	2153862928	1	0.0323	5.71
000906.SH	002508.SZ	20260513	944938916	50	472469458	1	0.0233	18.81
000906.SH	002517.SZ	20260513	2136443234	80	1709154587	1	0.0803	17.9
000906.SH	002532.SZ	20260513	4651885415	60	2791131249	1	0.1211	16.52
000906.SH	002558.SZ	20260513	1934750611	70	1354325428	1	0.1125	31.63
000906.SH	002568.SZ	20260513	1048548555	50	524274278	1	0.0247	17.92
000906.SH	002583.SZ	20260513	1818619381	60	1091171629	1	0.0287	10.01
000906.SH	002594.SZ	20260513	5433797565	50	2716898783	1	0.7079	99.23
000906.SH	002595.SZ	20260513	1160000000	50	580000000	1	0.0885	58.14
000906.SH	002600.SZ	20260513	7306060977	50	3653030489	1	0.1435	14.96
000906.SH	002601.SZ	20260513	2384248056	70	1668973639	1	0.0769	17.55
000906.SH	002603.SZ	20260513	1670705376	50	835352688	1	0.0379	17.3
000906.SH	002444.SZ	20260513	1194478182	60	716686909	1	0.0665	35.34
000906.SH	002436.SZ	20260513	1699673563	100	1699673563	1	0.1493	33.45
000906.SH	002299.SZ	20260513	1243111721	50	621555861	1	0.0297	18.21
000906.SH	002432.SZ	20260513	464894790	70	325426353	1	0.0637	74.6
000906.SH	002304.SZ	20260513	1506445074	40	602578030	1	0.0753	47.62
000906.SH	002311.SZ	20260513	1663749970	50	831874985	1	0.1003	45.91
000906.SH	002312.SZ	20260513	1889338619	60	1133603171	1	0.0321	10.8
000906.SH	002318.SZ	20260513	977170720	70	684019504	1	0.054	30.08
000906.SH	002335.SZ	20260513	515414041	70	360789829	1	0.0643	67.89
000906.SH	002340.SZ	20260513	5115548607	100	5115548607	1	0.1171	8.72
000906.SH	002352.SZ	20260513	4799421659	50	2399710830	1	0.2329	36.96
000906.SH	002353.SZ	20260513	1023855833	60	614313500	1	0.232	143.8
000906.SH	002371.SZ	20260513	721603463	60	432962078	1	0.6611	581.45
000906.SH	002372.SZ	20260513	1592037988	40	636815195	1	0.018	10.78
000906.SH	002384.SZ	20260513	1831607532	70	1282125272	1	0.7389	219.46
000906.SH	002385.SZ	20260513	4300078565	80	3440062852	1	0.0343	3.8
000906.SH	002402.SZ	20260513	924694285	100	924694285	1	0.0795	32.74
000906.SH	002409.SZ	20260513	475927678	60	285556607	1	0.0704	93.86
000906.SH	002410.SZ	20260513	1651944342	100	1651944342	1	0.047	10.83
000906.SH	002414.SZ	20260513	4270736108	40	1708294443	1	0.0663	14.79
000906.SH	002415.SZ	20260513	9164871550	40	3665948620	1	0.3327	34.56
000906.SH	002422.SZ	20260513	1598053372	70	1118637360	1	0.0984	33.5
000906.SH	002423.SZ	20260513	2304105575	40	921642230	1	0.0245	10.13
000906.SH	002429.SZ	20260513	4526940607	50	2263470304	1	0.0801	13.48
000906.SH	002430.SZ	20260513	978354062	50	489177031	1	0.0378	29.4
000906.SH	001965.SZ	20260513	6795094992	30	2038528498	1	0.052	9.71
000906.SH	001391.SZ	20260513	12208881225	8	976710498	1	0.0135	5.28
000906.SH	002608.SZ	20260513	3778079704	20	755615941	1	0.0163	8.21
000906.SH	000426.SZ	20260513	1775635739	80	1420508591	1	0.19	50.95
000906.SH	000513.SZ	20260513	604293313	60	362575988	1	0.0305	32.08
000906.SH	000519.SZ	20260513	1392558982	60	835535389	1	0.0395	17.99
000906.SH	000528.SZ	20260513	2032200321	80	1625760257	1	0.0411	9.63
000906.SH	000537.SZ	20260513	2066602352	40	826640941	1	0.0243	11.19
000906.SH	000538.SZ	20260513	1784262603	50	892131302	1	0.1214	51.81
000906.SH	000539.SZ	20260513	4451875986	20	890375197	1	0.0173	7.38
000906.SH	000559.SZ	20260513	3315358444	40	1326143378	1	0.061	17.51
000906.SH	000563.SZ	20260513	5113970358	60	3068382215	1	0.026	3.23
000906.SH	000568.SZ	20260513	1471941963	50	735970982	1	0.1832	94.78
000906.SH	000582.SZ	20260513	2517084480	40	1006833792	1	0.0333	12.58
000906.SH	000591.SZ	20260513	3918568213	70	2742997749	1	0.0421	5.85
000906.SH	000596.SZ	20260513	408600000	40	163440000	1	0.044	102.54
000906.SH	000598.SZ	20260513	2984008721	50	1492004361	1	0.0264	6.74
000906.SH	000617.SZ	20260513	12642079079	20	2528415816	1	0.061	9.19
000906.SH	000623.SZ	20260513	1195895387	80	956716310	1	0.0474	18.88
000906.SH	000625.SZ	20260513	8272471283	60	4963482770	1	0.1195	9.17
000906.SH	000629.SZ	20260513	9290947845	50	4645473923	1	0.0471	3.86
000906.SH	000630.SZ	20260513	13409471510	60	8045682906	1	0.1456	6.89
000906.SH	000651.SZ	20260513	5601405741	80	4481124593	1	0.4747	40.34
000906.SH	000657.SZ	20260513	2278604400	40	911441760	1	0.1428	59.68
000906.SH	000661.SZ	20260513	407937529	80	326350023	1	0.0761	88.85
000906.SH	000429.SZ	20260513	1742056126	30	522616838	1	0.0179	13.07
000906.SH	000425.SZ	20260513	11752972482	80	9402377986	1	0.2585	10.47
000906.SH	000703.SZ	20260513	3821083115	60	2292649869	1	0.0941	15.63
000906.SH	000423.SZ	20260513	643976824	70	450783777	1	0.0629	53.18
000906.SH	000009.SZ	20260513	2579213965	70	1805449776	1	0.04	8.43
000906.SH	000021.SZ	20260513	1560587588	70	1092411312	1	0.0927	32.31
000906.SH	000027.SZ	20260513	4757389916	30	1427216975	1	0.0274	7.32
000906.SH	000032.SZ	20260513	1215179311	50	607589656	1	0.03	18.82
000906.SH	000034.SZ	20260513	711260675	80	569008540	1	0.0624	41.79
000906.SH	000039.SZ	20260513	2302682490	80	1842145992	1	0.0621	12.84
000906.SH	000050.SZ	20260513	2457747661	60	1474648597	1	0.0297	7.68
000906.SH	000060.SZ	20260513	4441172458	70	3108820721	1	0.0633	7.76
000906.SH	000062.SZ	20260513	1045909322	40	418363729	1	0.0411	37.39
000906.SH	000063.SZ	20260513	4028032353	80	3222425882	1	0.3223	38.09
000906.SH	000088.SZ	20260513	5199483346	40	2079793338	1	0.0251	4.59
000906.SH	000100.SZ	20260513	20800862447	100	20800862447	1	0.2332	4.27
000906.SH	000155.SZ	20260513	1846168342	70	1292317839	1	0.0546	16.09
000906.SH	000157.SZ	20260513	7096027688	70	4967219382	1	0.1023	7.84
000906.SH	000166.SZ	20260513	22535944560	40	9014377824	1	0.1131	4.78
000906.SH	000301.SZ	20260513	6611230167	40	2644492067	1	0.0899	12.95
000906.SH	000333.SZ	20260513	7034219742	70	4923953819	1	1.0355	80.09
000906.SH	000338.SZ	20260513	6770541296	80	5416433037	1	0.4651	32.7
000906.SH	000400.SZ	20260513	1018622249	70	713035574	1	0.051	27.25
000906.SH	000408.SZ	20260513	1570225745	50	785112873	1	0.1815	88.02
000906.SH	000415.SZ	20260513	6184521282	60	3710712769	1	0.0451	4.63
000906.SH	000683.SZ	20260513	3716831560	70	2601782092	1	0.0581	8.5
000906.SH	000708.SZ	20260513	5047157829	20	1009431566	1	0.0411	15.52
000906.SH	001389.SZ	20260513	425687500	40	170275000	1	0.0853	190.68
000906.SH	000893.SZ	20260513	924051187	60	554430712	1	0.0775	53.2
000906.SH	000898.SZ	20260513	7957681258	30	2387304377	1	0.0142	2.27
000906.SH	000921.SZ	20260513	925271363	50	462635682	1	0.0298	24.5
000906.SH	000932.SZ	20260513	6908632499	50	3454316250	1	0.0424	4.67
000906.SH	000933.SZ	20260513	2249004399	70	1574303079	1	0.1303	31.51
000906.SH	000937.SZ	20260513	3533546850	30	1060064055	1	0.0153	5.51
000906.SH	000938.SZ	20260513	2860079874	70	2002055912	1	0.1613	30.69
000906.SH	000951.SZ	20260513	1174869360	50	587434680	1	0.0356	23.11
000906.SH	000958.SZ	20260513	17373128727	9	1563581585	1	0.0257	6.26
000906.SH	000959.SZ	20260513	7754967370	20	1550993474	1	0.0178	4.36
000906.SH	000960.SZ	20260513	1645801952	60	987481171	1	0.1055	40.7
000906.SH	000963.SZ	20260513	1754021048	50	877010524	1	0.0773	33.56
000906.SH	000967.SZ	20260513	3166943903	40	1266777561	1	0.0461	13.85
000906.SH	000975.SZ	20260513	2776722265	60	1666033359	1	0.1228	28.06
000906.SH	000977.SZ	20260513	1468476655	70	1027933659	1	0.1974	73.13
000906.SH	000983.SZ	20260513	5677101059	50	2838550530	1	0.051	6.84
000906.SH	000987.SZ	20260513	5017132462	30	1505139739	1	0.0354	8.95
000906.SH	000997.SZ	20260513	1013097915	70	709168541	1	0.0409	21.97
000906.SH	000999.SZ	20260513	1664217858	40	665687143	1	0.0447	25.6
000906.SH	001213.SZ	20260513	4444444444	20	888888889	1	0.0093	4.0
000906.SH	001221.SZ	20260513	400010000	9	36000900	1	0.0057	60.61
000906.SH	001286.SZ	20260513	3750000000	20	750000000	1	0.0237	12.02
000906.SH	000895.SZ	20260513	3464661213	30	1039398364	1	0.0733	26.85
000906.SH	000887.SZ	20260513	1316489747	60	789893848	1	0.0372	17.92
000906.SH	000709.SZ	20260513	10337121092	40	4134848437	1	0.0256	2.36
000906.SH	000883.SZ	20260513	7079387630	30	2123816289	1	0.0278	4.98
000906.SH	000723.SZ	20260513	4403480409	70	3082436286	1	0.0332	4.1
000906.SH	000725.SZ	20260513	36720996337	100	36720996337	1	0.4021	4.17
000906.SH	000728.SZ	20260513	4363777891	60	2618266735	1	0.0508	7.39
000906.SH	000729.SZ	20260513	2818539341	50	1409269671	1	0.0474	12.82
000906.SH	000733.SZ	20260513	554169431	70	387918602	1	0.0468	45.95
000906.SH	000738.SZ	20260513	1315184001	60	789110401	1	0.0465	22.46
000906.SH	000739.SZ	20260513	1158443576	50	579221788	1	0.0281	18.48
000906.SH	000750.SZ	20260513	6386174477	70	4470322134	1	0.0464	3.95
000906.SH	000768.SZ	20260513	2781149071	50	1390574536	1	0.0933	25.55
000906.SH	000776.SZ	20260513	5904049311	50	2952024656	1	0.163	21.03
000906.SH	000783.SZ	20260513	5530072948	60	3318043769	1	0.0779	8.94
000906.SH	000785.SZ	20260513	6227048814	40	2490819526	1	0.0167	2.56
000906.SH	000786.SZ	20260513	1702236042	60	1021341625	1	0.0721	26.88
000906.SH	000792.SZ	20260513	5291572541	60	3174943525	1	0.3089	37.05
000906.SH	000807.SZ	20260513	3467957405	60	2080774443	1	0.1703	31.16
000906.SH	000825.SZ	20260513	5696247796	40	2278499118	1	0.0257	4.3
000906.SH	000830.SZ	20260513	1904319011	60	1142591407	1	0.0461	15.35
000906.SH	000831.SZ	20260513	1061220807	70	742854565	1	0.1088	55.8
000906.SH	000858.SZ	20260513	3881608005	50	1940804003	1	0.4615	90.56
000906.SH	000876.SZ	20260513	4502576702	50	2251288351	1	0.051	8.62
000906.SH	000878.SZ	20260513	2425184040	60	1455110424	1	0.0778	20.37
000906.SH	002607.SZ	20260513	6167399389	80	4933919511	1	0.0346	2.67
000906.SH	002624.SZ	20260513	1939968404	70	1357977883	1	0.0601	16.85
000906.SH	600298.SH	20260513	868058471	70	607640930	1	0.0595	37.26
000906.SH	301236.SZ	20260513	1035189280	60	621113568	1	0.0676	41.42
000906.SH	301301.SZ	20260513	2230085000	30	669025500	1	0.0177	10.05
000906.SH	301308.SZ	20260513	419145267	40	167658107	1	0.2473	561.64
000906.SH	301358.SZ	20260513	843340214	50	421670107	1	0.1115	100.66
000906.SH	301498.SZ	20260513	400472840	30	120141852	1	0.0156	49.6
000906.SH	301536.SZ	20260513	421715232	40	168686093	1	0.0398	89.96
000906.SH	301611.SZ	20260513	436000000	40	174400000	1	0.0515	112.39
000906.SH	302132.SZ	20260513	2672091376	11	293930051	1	0.0572	74.1
000906.SH	600000.SH	20260513	33305838300	40	13322335320	1	0.3159	9.03
000906.SH	600004.SH	20260513	2577244598	40	1030897839	1	0.0231	8.53
000906.SH	600007.SH	20260513	1007282534	20	201456507	1	0.0116	21.84
000906.SH	600008.SH	20260513	7340590677	60	4404354406	1	0.0362	3.13
000906.SH	600009.SH	20260513	2488313040	50	1244156520	1	0.0882	27.01
000906.SH	600010.SH	20260513	45288619348	50	22644309674	1	0.1647	2.77
000906.SH	600011.SH	20260513	10997709919	40	4399083968	1	0.0883	7.64
000906.SH	600015.SH	20260513	15914928468	40	6365971387	1	0.11	6.58
000906.SH	600016.SH	20260513	35462123213	70	24823486249	1	0.2399	3.68
000906.SH	600018.SH	20260513	23281365262	12	2793763831	1	0.0377	5.14
000906.SH	600019.SH	20260513	21782084749	40	8712833900	1	0.1471	6.43
000906.SH	600021.SH	20260513	2821185445	50	1410592723	1	0.0663	17.89
000906.SH	600023.SH	20260513	13408732749	30	4022619825	1	0.0631	5.97
000906.SH	600025.SH	20260513	18631094257	10	1863109426	1	0.0471	9.62
000906.SH	301269.SZ	20260513	545437608	40	218175043	1	0.0549	95.8
000906.SH	301200.SZ	20260513	425509152	15	63826373	1	0.0352	210.2
000906.SH	600027.SH	20260513	9894540584	40	3957816234	1	0.0554	5.33
000906.SH	300999.SZ	20260513	5421591536	11	596375069	1	0.0444	28.33
000906.SH	300718.SZ	20260513	298779030	40	119511612	1	0.025	79.63
000906.SH	300724.SZ	20260513	348292006	80	278633605	1	0.0679	92.76
000906.SH	300735.SZ	20260513	767460689	60	460476413	1	0.0256	21.21
000906.SH	300748.SZ	20260513	1140825581	60	684495349	1	0.0642	35.73
000906.SH	300750.SZ	20260513	4407658830	60	2644595298	1	2.9948	431.25
000906.SH	300751.SZ	20260513	279405006	60	167643004	1	0.1214	275.8
000906.SH	300757.SZ	20260513	167608111	60	100564867	1	0.1347	510.09
000906.SH	300759.SZ	20260513	1476658400	70	1033660880	1	0.0745	27.43
000906.SH	300760.SZ	20260513	1212441394	50	606220697	1	0.2649	166.39
000906.SH	300763.SZ	20260513	398113845	60	238868307	1	0.063	100.43
000906.SH	300782.SZ	20260513	574986986	60	344992192	1	0.0996	109.9
000906.SH	300803.SZ	20260513	598256675	60	358954005	1	0.1009	107.06
000906.SH	300832.SZ	20260513	785718785	50	392859393	1	0.0511	49.56
000906.SH	300857.SZ	20260513	484569076	70	339198353	1	0.241	270.57
000906.SH	300866.SZ	20260513	536157605	40	214463042	1	0.0711	126.3
000906.SH	300888.SZ	20260513	582329808	40	232931923	1	0.0195	31.85
000906.SH	300896.SZ	20260513	302592061	50	151296031	1	0.0458	115.3
000906.SH	300919.SZ	20260513	938028458	50	469014229	1	0.0744	60.4
000906.SH	300957.SZ	20260513	423600000	50	211800000	1	0.0227	40.89
000906.SH	300972.SZ	20260513	188891422	50	94445711	1	0.0573	231.0
000906.SH	300979.SZ	20260513	1167000000	15	175050000	1	0.0176	38.29
000906.SH	600026.SH	20260513	4169220839	40	1667688336	1	0.097	22.15
000906.SH	600028.SH	20260513	97142913622	15	14571437043	1	0.199	5.2
000906.SH	300679.SZ	20260513	424820000	70	297374000	1	0.0423	54.18
000906.SH	600131.SH	20260513	1198355044	50	599177522	1	0.0283	18.01
000906.SH	600141.SH	20260513	1201739857	70	841217900	1	0.0745	33.73
000906.SH	600143.SH	20260513	2636612697	80	2109290158	1	0.0976	17.62
000906.SH	600150.SH	20260513	7525621288	60	4515372773	1	0.4802	40.5
000906.SH	600153.SH	20260513	2899538551	60	1739723131	1	0.0482	10.55
000906.SH	600157.SH	20260513	21817764145	100	21817764145	1	0.1031	1.8
000906.SH	600160.SH	20260513	2699746081	50	1349873041	1	0.1246	35.16
000906.SH	600161.SH	20260513	1977371446	50	988685723	1	0.0372	14.34
000906.SH	600166.SH	20260513	7917400367	60	4750440220	1	0.0448	3.59
000906.SH	600170.SH	20260513	8885939744	60	5331563846	1	0.0375	2.68
000906.SH	600171.SH	20260513	708923303	80	567138642	1	0.0443	29.77
000906.SH	600176.SH	20260513	4003136728	60	2401882037	1	0.2385	37.82
000906.SH	600177.SH	20260513	4623441902	50	2311720951	1	0.0471	7.76
000906.SH	600183.SH	20260513	2429119230	50	1214559615	1	0.2731	85.62
000906.SH	600188.SH	20260513	5961980544	30	1788594163	1	0.0988	21.04
000906.SH	600196.SH	20260513	2118488825	60	1271093295	1	0.0845	25.32
000906.SH	600208.SH	20260513	8508940800	50	4254470400	1	0.058	5.19
000906.SH	600219.SH	20260513	11613670848	60	6968202509	1	0.1005	5.49
000906.SH	600233.SH	20260513	3422539846	50	1711269923	1	0.0946	21.06
000906.SH	600276.SH	20260513	6379002274	70	4465301592	1	0.6579	56.11
000906.SH	600282.SH	20260513	6165091011	40	2466036404	1	0.0341	5.27
000906.SH	600295.SH	20260513	1975576254	30	592672876	1	0.0237	15.21
000906.SH	600132.SH	20260513	483971198	50	241985599	1	0.0337	52.99
000906.SH	600126.SH	20260513	3377189083	40	1350875633	1	0.0321	9.04
000906.SH	600029.SH	20260513	13476923269	40	5390769308	1	0.0793	5.6
000906.SH	600118.SH	20260513	1182489135	50	591244568	1	0.1734	111.66
000906.SH	600030.SH	20260513	12200469974	80	9760375979	1	0.6976	27.22
000906.SH	600031.SH	20260513	8474390037	70	5932073026	1	0.3327	21.36
000906.SH	600032.SH	20260513	2404675324	30	721402597	1	0.0217	11.44
000906.SH	600036.SH	20260513	20628944429	60	12377366657	1	1.2318	37.9
000906.SH	600038.SH	20260513	819893213	50	409946607	1	0.0337	31.3
000906.SH	600039.SH	20260513	8695590645	30	2608677194	1	0.0548	8.0
000906.SH	600048.SH	20260513	11970443418	60	7182266051	1	0.1249	6.62
000906.SH	600050.SH	20260513	31264425327	50	15632212664	1	0.1905	4.64
000906.SH	600060.SH	20260513	1304972254	60	782983352	1	0.0519	25.24
000906.SH	600061.SH	20260513	6393983207	40	2557593283	1	0.0458	6.82
000906.SH	600062.SH	20260513	1038757509	40	415503004	1	0.0196	17.95
000906.SH	600066.SH	20260513	2213939223	60	1328363534	1	0.125	35.83
000906.SH	600085.SH	20260513	1371470262	50	685735131	1	0.0505	28.07
000906.SH	600089.SH	20260513	5052792571	100	5052792571	1	0.384	28.94
000906.SH	600095.SH	20260513	2859187743	40	1143675097	1	0.0272	9.07
000906.SH	600096.SH	20260513	1822990731	70	1276093512	1	0.1146	34.19
000906.SH	600098.SH	20260513	3505864981	30	1051759494	1	0.0201	7.28
000906.SH	600104.SH	20260513	11495277504	40	4598111002	1	0.1618	13.4
000906.SH	600109.SH	20260513	3705364910	70	2593755437	1	0.0633	9.3
000906.SH	600111.SH	20260513	3615065842	70	2530546089	1	0.3617	54.44
000906.SH	600115.SH	20260513	17024964893	50	8512482447	1	0.0992	4.44
000906.SH	300699.SZ	20260513	831352000	70	581946400	1	0.0551	36.06
000906.SH	300677.SZ	20260513	655163743	70	458614620	1	0.0653	54.24
000906.SH	002625.SZ	20260513	2154587862	70	1508211503	1	0.1683	42.49
000906.SH	002945.SZ	20260513	2700000000	10	270000000	1	0.0114	16.1
000906.SH	002966.SZ	20260513	4470662011	100	4470662011	1	0.0992	8.45
000906.SH	002984.SZ	20260513	1035885977	60	621531586	1	0.0263	16.13
000906.SH	003021.SZ	20260513	240196500	40	96078600	1	0.0255	101.23
000906.SH	003022.SZ	20260513	1335568000	30	400670400	1	0.0269	25.58
000906.SH	003031.SZ	20260513	451052859	40	180421144	1	0.0718	151.63
000906.SH	003035.SZ	20260513	3787878787	30	1136363636	1	0.0235	7.87
000906.SH	003816.SZ	20260513	39334986100	20	7866997220	1	0.0985	4.77
000906.SH	300001.SZ	20260513	1055537713	70	738876399	1	0.0637	32.85
000906.SH	300002.SZ	20260513	1967173866	100	1967173866	1	0.0508	9.84
000906.SH	300003.SZ	20260513	1843396367	70	1290377457	1	0.0489	14.43
000906.SH	300012.SZ	20260513	1682828214	100	1682828214	1	0.0698	15.8
000906.SH	300014.SZ	20260513	2074113673	60	1244468204	1	0.2225	68.09
000906.SH	300015.SZ	20260513	9325396670	50	4662698335	1	0.1293	10.56
000906.SH	300017.SZ	20260513	2459449777	100	2459449777	1	0.1129	17.48
000906.SH	300024.SZ	20260513	1565619950	80	1252495960	1	0.0505	15.35
000906.SH	300033.SZ	20260513	752640000	40	301056000	1	0.1992	251.92
